s,zeta(s)
(0.5+72193.890625j),0j
(0.5+72194.5234375j),0j
(0.5+72195.1796875j),0j
(0.5+72195.90625j),0j
(0.5+72196.3671875j),0j
(0.5+72197.203125j),0j
(0.5+72197.703125j),0j
(0.5+72197.9140625j),0j
(0.5+72198.921875j),0j
(0.5+72199.765625j),0j
(0.5+72200.7578125j),0j
(0.5+72201.3125j),0j
(0.5+72201.96875j),0j
(0.5+72202.6875j),0j
(0.5+72203.03125j),0j
(0.5+72203.8984375j),0j
(0.5+72204.34375j),0j
(0.5+72205.3359375j),0j
(0.5+72206.109375j),0j
(0.5+72206.53125j),0j
(0.5+72206.8359375j),0j
(0.5+72207.65625j),0j
(0.5+72208.6484375j),0j
(0.5+72209.0078125j),0j
(0.5+72209.6796875j),0j
(0.5+72210.8046875j),0j
(0.5+72211.3359375j),0j
(0.5+72212.203125j),0j
(0.5+72212.984375j),0j
(0.5+72213.3203125j),0j
(0.5+72213.75j),0j
(0.5+72214.3671875j),0j
(0.5+72215j),0j
(0.5+72215.9609375j),0j
(0.5+72216.5546875j),0j
(0.5+72217.15625j),0j
(0.5+72217.78125j),0j
(0.5+72218.921875j),0j
(0.5+72219.21875j),0j
(0.5+72220.1640625j),0j
(0.5+72220.640625j),0j
(0.5+72221.46875j),0j
(0.5+72221.8828125j),0j
(0.5+72222.734375j),0j
(0.5+72223.5234375j),0j
(0.5+72223.9453125j),0j
(0.5+72224.78125j),0j
(0.5+72225.1875j),0j
(0.5+72225.765625j),0j
(0.5+72226.4140625j),0j
(0.5+72226.921875j),0j
(0.5+72228.5546875j),0j
(0.5+72228.9765625j),0j
(0.5+72229.625j),0j
(0.5+72229.953125j),0j
(0.5+72230.734375j),0j
(0.5+72231.640625j),0j
(0.5+72231.96875j),0j
(0.5+72232.59375j),0j
(0.5+72233.34375j),0j
(0.5+72233.8125j),0j
(0.5+72234.84375j),0j
(0.5+72235.484375j),0j
(0.5+72235.9609375j),0j
(0.5+72236.6484375j),0j
(0.5+72237.7578125j),0j
(0.5+72237.84375j),0j
(0.5+72238.90625j),0j
(0.5+72239.6484375j),0j
(0.5+72240.4765625j),0j
(0.5+72240.84375j),0j
(0.5+72241.421875j),0j
(0.5+72242.1484375j),0j
(0.5+72242.734375j),0j
(0.5+72243.078125j),0j
(0.5+72244.0078125j),0j
(0.5+72244.8125j),0j
(0.5+72245.3359375j),0j
(0.5+72246.265625j),0j
(0.5+72247.1640625j),0j
(0.5+72247.8515625j),0j
(0.5+72248.40625j),0j
(0.5+72248.8046875j),0j
(0.5+72249.2109375j),0j
(0.5+72250.109375j),0j
(0.5+72251.171875j),0j
(0.5+72251.421875j),0j
(0.5+72252.390625j),0j
(0.5+72252.796875j),0j
(0.5+72253.34375j),0j
(0.5+72253.8203125j),0j
(0.5+72255.0703125j),0j
(0.5+72255.7421875j),0j
(0.5+72256.09375j),0j
(0.5+72257.40625j),0j
(0.5+72257.8046875j),0j
(0.5+72258.21875j),0j
(0.5+72259.0703125j),0j
(0.5+72259.640625j),0j
(0.5+72260.1484375j),0j
(0.5+72260.9453125j),0j
(0.5+72261.21875j),0j
(0.5+72262j),0j
(0.5+72263.1328125j),0j
(0.5+72263.7109375j),0j
(0.5+72264.5546875j),0j
(0.5+72265.0625j),0j
(0.5+72265.5859375j),0j
(0.5+72266.390625j),0j
(0.5+72267.0859375j),0j
(0.5+72267.8125j),0j
(0.5+72268.4296875j),0j
(0.5+72269.0546875j),0j
(0.5+72269.4296875j),0j
(0.5+72270.734375j),0j
(0.5+72270.7890625j),0j
(0.5+72271.4296875j),0j
(0.5+72272.1640625j),0j
(0.5+72272.734375j),0j
(0.5+72274.1171875j),0j
(0.5+72274.6953125j),0j
(0.5+72275.3046875j),0j
(0.5+72275.84375j),0j
(0.5+72276.4921875j),0j
(0.5+72277.1171875j),0j
(0.5+72277.609375j),0j
(0.5+72278.109375j),0j
(0.5+72279.2265625j),0j
(0.5+72279.6640625j),0j
(0.5+72280.5j),0j
(0.5+72280.859375j),0j
(0.5+72281.7265625j),0j
(0.5+72282.609375j),0j
(0.5+72283.28125j),0j
(0.5+72283.9140625j),0j
(0.5+72284.5078125j),0j
(0.5+72285.015625j),0j
(0.5+72285.9921875j),0j
(0.5+72286.96875j),0j
(0.5+72287.265625j),0j
(0.5+72287.6171875j),0j
(0.5+72288.1015625j),0j
(0.5+72289.1171875j),0j
(0.5+72289.5078125j),0j
(0.5+72290.390625j),0j
(0.5+72291.40625j),0j
(0.5+72292.015625j),0j
(0.5+72292.9453125j),0j
(0.5+72293.140625j),0j
(0.5+72294.03125j),0j
(0.5+72294.7890625j),0j
(0.5+72294.96875j),0j
(0.5+72295.765625j),0j
(0.5+72296.5j),0j
(0.5+72297.3671875j),0j
(0.5+72297.859375j),0j
(0.5+72298.3828125j),0j
(0.5+72299.375j),0j
(0.5+72299.8515625j),0j
(0.5+72300.3203125j),0j
(0.5+72301.234375j),0j
(0.5+72302.3828125j),0j
(0.5+72302.8046875j),0j
(0.5+72303.6171875j),0j
(0.5+72303.859375j),0j
(0.5+72304.6953125j),0j
(0.5+72305.0859375j),0j
(0.5+72306.140625j),0j
(0.5+72306.484375j),0j
(0.5+72307.0390625j),0j
(0.5+72307.6484375j),0j
(0.5+72308.671875j),0j
(0.5+72309.5234375j),0j
(0.5+72310.3984375j),0j
(0.5+72310.8125j),0j
(0.5+72311.359375j),0j
(0.5+72311.8984375j),0j
(0.5+72312.75j),0j
(0.5+72313.3984375j),0j
(0.5+72314.0546875j),0j
(0.5+72314.859375j),0j
(0.5+72315.5234375j),0j
(0.5+72315.796875j),0j
(0.5+72316.609375j),0j
(0.5+72317.0625j),0j
(0.5+72317.921875j),0j
(0.5+72318.9296875j),0j
(0.5+72319.6953125j),0j
(0.5+72319.9609375j),0j
(0.5+72321.2421875j),0j
(0.5+72321.5859375j),0j
(0.5+72322.1015625j),0j
(0.5+72322.875j),0j
(0.5+72323.28125j),0j
(0.5+72323.8359375j),0j
(0.5+72324.4453125j),0j
(0.5+72325.6328125j),0j
(0.5+72326.375j),0j
(0.5+72326.5390625j),0j
(0.5+72327.3203125j),0j
(0.5+72328.3984375j),0j
(0.5+72329.015625j),0j
(0.5+72329.5625j),0j
(0.5+72330.0078125j),0j
(0.5+72331.1171875j),0j
(0.5+72331.5625j),0j
(0.5+72332.1953125j),0j
(0.5+72332.9296875j),0j
(0.5+72333.4609375j),0j
(0.5+72334.140625j),0j
(0.5+72334.6875j),0j
(0.5+72335.109375j),0j
(0.5+72336.0390625j),0j
(0.5+72337.09375j),0j
(0.5+72338.1484375j),0j
(0.5+72338.3125j),0j
(0.5+72339.109375j),0j
(0.5+72339.609375j),0j
(0.5+72339.9140625j),0j
(0.5+72340.9921875j),0j
(0.5+72341.6875j),0j
(0.5+72342.1015625j),0j
(0.5+72342.8984375j),0j
(0.5+72343.421875j),0j
(0.5+72344.1953125j),0j
(0.5+72345.0546875j),0j
(0.5+72345.5859375j),0j
(0.5+72346.265625j),0j
(0.5+72347.0390625j),0j
(0.5+72347.5703125j),0j
(0.5+72348.8125j),0j
(0.5+72349.109375j),0j
(0.5+72349.625j),0j
(0.5+72350.5390625j),0j
(0.5+72350.8046875j),0j
(0.5+72351.53125j),0j
(0.5+72351.9609375j),0j
(0.5+72353.1484375j),0j
(0.5+72353.203125j),0j
(0.5+72354.515625j),0j
(0.5+72355.3984375j),0j
(0.5+72355.65625j),0j
(0.5+72356.46875j),0j
(0.5+72357.3671875j),0j
(0.5+72357.84375j),0j
(0.5+72358.234375j),0j
(0.5+72358.7421875j),0j
(0.5+72359.765625j),0j
(0.5+72360.65625j),0j
(0.5+72361.1015625j),0j
(0.5+72361.625j),0j
(0.5+72362.3359375j),0j
(0.5+72362.6015625j),0j
(0.5+72363.7578125j),0j
(0.5+72364.4921875j),0j
(0.5+72365.59375j),0j
(0.5+72365.9140625j),0j
(0.5+72366.3984375j),0j
(0.5+72367.3125j),0j
(0.5+72367.953125j),0j
(0.5+72368.46875j),0j
(0.5+72368.9609375j),0j
(0.5+72369.4765625j),0j
(0.5+72370.4453125j),0j
(0.5+72371.0390625j),0j
(0.5+72371.5546875j),0j
(0.5+72372.7890625j),0j
(0.5+72373.4453125j),0j
(0.5+72373.8046875j),0j
(0.5+72374.6015625j),0j
(0.5+72375.1640625j),0j
(0.5+72375.703125j),0j
(0.5+72376.890625j),0j
(0.5+72377.3046875j),0j
(0.5+72377.8828125j),0j
(0.5+72378.53125j),0j
(0.5+72378.90625j),0j
(0.5+72379.9140625j),0j
(0.5+72380.3125j),0j
(0.5+72381.265625j),0j
(0.5+72381.4921875j),0j
(0.5+72382.796875j),0j
(0.5+72383.6796875j),0j
(0.5+72384.28125j),0j
(0.5+72384.5703125j),0j
(0.5+72385.421875j),0j
(0.5+72385.7265625j),0j
(0.5+72386.4921875j),0j
(0.5+72387.1640625j),0j
(0.5+72387.8359375j),0j
(0.5+72388.6328125j),0j
(0.5+72389.2734375j),0j
(0.5+72390.078125j),0j
(0.5+72390.25j),0j
(0.5+72391.53125j),0j
(0.5+72391.9921875j),0j
(0.5+72392.890625j),0j
(0.5+72393.265625j),0j
(0.5+72394.15625j),0j
(0.5+72394.7578125j),0j
(0.5+72395.3984375j),0j
(0.5+72396.1484375j),0j
(0.5+72396.6796875j),0j
(0.5+72397.34375j),0j
(0.5+72397.734375j),0j
(0.5+72397.9921875j),0j
(0.5+72399.5546875j),0j
(0.5+72400.2734375j),0j
(0.5+72400.90625j),0j
(0.5+72401.4921875j),0j
(0.5+72402.2578125j),0j
(0.5+72402.796875j),0j
(0.5+72403.328125j),0j
(0.5+72404.1875j),0j
(0.5+72404.578125j),0j
(0.5+72405.34375j),0j
(0.5+72406.0703125j),0j
(0.5+72406.7890625j),0j
(0.5+72407.46875j),0j
(0.5+72407.8359375j),0j
(0.5+72408.6328125j),0j
(0.5+72409.6328125j),0j
(0.5+72409.9375j),0j
(0.5+72411.0078125j),0j
(0.5+72411.6796875j),0j
(0.5+72412.5625j),0j
(0.5+72413.046875j),0j
(0.5+72413.2578125j),0j
(0.5+72413.828125j),0j
(0.5+72414.9296875j),0j
(0.5+72415.2421875j),0j
(0.5+72416.03125j),0j
(0.5+72416.6796875j),0j
(0.5+72417.453125j),0j
(0.5+72418.1640625j),0j
(0.5+72419.4140625j),0j
(0.5+72419.75j),0j
(0.5+72420.0625j),0j
(0.5+72420.8046875j),0j
(0.5+72421.5j),0j
(0.5+72422.1484375j),0j
(0.5+72423.203125j),0j
(0.5+72423.609375j),0j
(0.5+72424.2265625j),0j
(0.5+72424.609375j),0j
(0.5+72425.5078125j),0j
(0.5+72426.03125j),0j
(0.5+72426.6015625j),0j
(0.5+72427.71875j),0j
(0.5+72428.703125j),0j
(0.5+72429.0625j),0j
(0.5+72429.71875j),0j
(0.5+72430.296875j),0j
(0.5+72431.21875j),0j
(0.5+72431.6171875j),0j
(0.5+72432.109375j),0j
(0.5+72432.8046875j),0j
(0.5+72433.265625j),0j
(0.5+72434.3125j),0j
(0.5+72435.1171875j),0j
(0.5+72435.5703125j),0j
(0.5+72436.484375j),0j
(0.5+72436.9765625j),0j
(0.5+72437.4921875j),0j
(0.5+72438.7265625j),0j
(0.5+72439.0859375j),0j
(0.5+72439.7109375j),0j
(0.5+72440.3125j),0j
(0.5+72441.34375j),0j
(0.5+72441.5390625j),0j
(0.5+72442.421875j),0j
(0.5+72442.703125j),0j
(0.5+72443.671875j),0j
(0.5+72444.0234375j),0j
(0.5+72444.8203125j),0j
(0.5+72446.109375j),0j
(0.5+72446.671875j),0j
(0.5+72447.3046875j),0j
(0.5+72447.9296875j),0j
(0.5+72448.4140625j),0j
(0.5+72449.0078125j),0j
(0.5+72449.6171875j),0j
(0.5+72450.1875j),0j
(0.5+72451.46875j),0j
(0.5+72451.8125j),0j
(0.5+72452.0859375j),0j
(0.5+72453.0078125j),0j
(0.5+72453.5859375j),0j
(0.5+72454.6953125j),0j
(0.5+72455.3046875j),0j
(0.5+72455.6328125j),0j
(0.5+72456.4921875j),0j
(0.5+72457.4765625j),0j
(0.5+72458.015625j),0j
(0.5+72458.6796875j),0j
(0.5+72459.171875j),0j
(0.5+72459.6953125j),0j
(0.5+72460.2734375j),0j
(0.5+72460.9140625j),0j
(0.5+72461.6875j),0j
(0.5+72462.3671875j),0j
(0.5+72463.359375j),0j
(0.5+72464.0859375j),0j
(0.5+72464.6796875j),0j
(0.5+72465.3671875j),0j
(0.5+72465.9140625j),0j
(0.5+72466.671875j),0j
(0.5+72467.03125j),0j
(0.5+72468.1328125j),0j
(0.5+72468.4140625j),0j
(0.5+72469.046875j),0j
(0.5+72470.15625j),0j
(0.5+72470.609375j),0j
(0.5+72471.109375j),0j
(0.5+72471.5078125j),0j
(0.5+72472.3671875j),0j
(0.5+72473.5859375j),0j
(0.5+72474.09375j),0j
(0.5+72475.140625j),0j
(0.5+72475.3984375j),0j
(0.5+72475.8046875j),0j
(0.5+72476.609375j),0j
(0.5+72477.3828125j),0j
(0.5+72477.984375j),0j
(0.5+72478.328125j),0j
(0.5+72479.125j),0j
(0.5+72479.7734375j),0j
(0.5+72480.75j),0j
(0.5+72481.5078125j),0j
(0.5+72481.9296875j),0j
(0.5+72483.0078125j),0j
(0.5+72483.515625j),0j
(0.5+72483.8515625j),0j
(0.5+72484.5j),0j
(0.5+72485.6484375j),0j
(0.5+72486.40625j),0j
(0.5+72486.4921875j),0j
(0.5+72487.46875j),0j
(0.5+72487.9375j),0j
(0.5+72488.3203125j),0j
(0.5+72489.1953125j),0j
(0.5+72489.953125j),0j
(0.5+72490.828125j),0j
(0.5+72491.5078125j),0j
(0.5+72492.265625j),0j
(0.5+72493.078125j),0j
(0.5+72493.703125j),0j
(0.5+72494.1015625j),0j
(0.5+72494.765625j),0j
(0.5+72495.078125j),0j
(0.5+72495.9375j),0j
(0.5+72496.828125j),0j
(0.5+72497.5859375j),0j
(0.5+72497.96875j),0j
(0.5+72498.671875j),0j
(0.5+72499.46875j),0j
(0.5+72500.125j),0j
(0.5+72500.9375j),0j
(0.5+72501.53125j),0j
(0.5+72502.3203125j),0j
(0.5+72503.015625j),0j
(0.5+72503.6015625j),0j
(0.5+72504.1484375j),0j
(0.5+72504.9296875j),0j
(0.5+72505.46875j),0j
(0.5+72506.046875j),0j
(0.5+72506.65625j),0j
(0.5+72507.2109375j),0j
(0.5+72507.84375j),0j
(0.5+72509.3828125j),0j
(0.5+72509.984375j),0j
(0.5+72510.265625j),0j
(0.5+72510.8671875j),0j
(0.5+72511.4609375j),0j
(0.5+72512.3828125j),0j
(0.5+72512.8984375j),0j
(0.5+72513.515625j),0j
(0.5+72514.1640625j),0j
(0.5+72515.0625j),0j
(0.5+72515.46875j),0j
(0.5+72516.0234375j),0j
(0.5+72516.984375j),0j
(0.5+72517.609375j),0j
(0.5+72517.9765625j),0j
(0.5+72519.1171875j),0j
(0.5+72519.8828125j),0j
(0.5+72520.453125j),0j
(0.5+72521.171875j),0j
(0.5+72521.7890625j),0j
(0.5+72522.390625j),0j
(0.5+72522.921875j),0j
(0.5+72523.2421875j),0j
(0.5+72524.125j),0j
(0.5+72524.859375j),0j
(0.5+72525.84375j),0j
(0.5+72526.1875j),0j
(0.5+72526.9375j),0j
(0.5+72528.125j),0j
(0.5+72528.375j),0j
(0.5+72529.234375j),0j
(0.5+72529.671875j),0j
(0.5+72530.34375j),0j
(0.5+72530.7890625j),0j
(0.5+72532.1015625j),0j
(0.5+72532.390625j),0j
(0.5+72533.1796875j),0j
(0.5+72533.515625j),0j
(0.5+72534.046875j),0j
(0.5+72534.921875j),0j
(0.5+72535.4609375j),0j
(0.5+72536.7265625j),0j
(0.5+72537.234375j),0j
(0.5+72538.1015625j),0j
(0.5+72538.5j),0j
(0.5+72539.3984375j),0j
(0.5+72539.6328125j),0j
(0.5+72540.2578125j),0j
(0.5+72541.328125j),0j
(0.5+72541.6640625j),0j
(0.5+72542j),0j
(0.5+72543.1953125j),0j
(0.5+72543.6875j),0j
(0.5+72544.5703125j),0j
(0.5+72545.3046875j),0j
(0.5+72545.8203125j),0j
(0.5+72546.578125j),0j
(0.5+72546.9375j),0j
(0.5+72548.1328125j),0j
(0.5+72548.765625j),0j
(0.5+72549.3125j),0j
(0.5+72549.84375j),0j
(0.5+72550.25j),0j
(0.5+72551.171875j),0j
(0.5+72552.015625j),0j
(0.5+72552.2421875j),0j
(0.5+72552.6640625j),0j
(0.5+72553.9453125j),0j
(0.5+72554.8046875j),0j
(0.5+72555.4296875j),0j
(0.5+72556.2734375j),0j
(0.5+72556.6640625j),0j
(0.5+72557.21875j),0j
(0.5+72557.9296875j),0j
(0.5+72558.2578125j),0j
(0.5+72559.296875j),0j
(0.5+72559.8828125j),0j
(0.5+72560.59375j),0j
(0.5+72561.453125j),0j
(0.5+72561.8359375j),0j
(0.5+72562.1171875j),0j
(0.5+72563.3046875j),0j
(0.5+72564.2890625j),0j
(0.5+72564.625j),0j
(0.5+72565.4375j),0j
(0.5+72565.9609375j),0j
(0.5+72566.8984375j),0j
(0.5+72567.484375j),0j
(0.5+72568.078125j),0j
(0.5+72568.5703125j),0j
(0.5+72569.0625j),0j
(0.5+72569.6484375j),0j
(0.5+72570.4140625j),0j
(0.5+72571.421875j),0j
(0.5+72572.09375j),0j
(0.5+72572.9765625j),0j
(0.5+72573.4296875j),0j
(0.5+72574.1015625j),0j
(0.5+72574.859375j),0j
(0.5+72575.359375j),0j
(0.5+72575.9296875j),0j
(0.5+72576.78125j),0j
(0.5+72577.4765625j),0j
(0.5+72578.0625j),0j
(0.5+72578.5859375j),0j
(0.5+72579.328125j),0j
(0.5+72580.0546875j),0j
(0.5+72580.4765625j),0j
(0.5+72581.4140625j),0j
(0.5+72581.84375j),0j
(0.5+72583.3984375j),0j
(0.5+72583.7421875j),0j
(0.5+72584.2421875j),0j
(0.5+72584.6328125j),0j
(0.5+72585.625j),0j
(0.5+72585.8984375j),0j
(0.5+72586.5703125j),0j
(0.5+72587.4765625j),0j
(0.5+72588.0234375j),0j
(0.5+72588.7265625j),0j
(0.5+72589.140625j),0j
(0.5+72590.5390625j),0j
(0.5+72590.8671875j),0j
(0.5+72591.65625j),0j
(0.5+72592.171875j),0j
(0.5+72592.75j),0j
(0.5+72593.703125j),0j
(0.5+72594.1015625j),0j
(0.5+72595.078125j),0j
(0.5+72595.5859375j),0j
(0.5+72596.25j),0j
(0.5+72596.8125j),0j
(0.5+72597.125j),0j
(0.5+72597.8984375j),0j
(0.5+72598.75j),0j
(0.5+72599.6640625j),0j
(0.5+72600.59375j),0j
(0.5+72601.171875j),0j
(0.5+72601.4921875j),0j
(0.5+72602.359375j),0j
(0.5+72603.265625j),0j
(0.5+72603.515625j),0j
(0.5+72604.09375j),0j
(0.5+72604.5j),0j
(0.5+72605.625j),0j
(0.5+72606.3203125j),0j
(0.5+72607.078125j),0j
(0.5+72607.4296875j),0j
(0.5+72608.140625j),0j
(0.5+72608.90625j),0j
(0.5+72609.890625j),0j
(0.5+72610.265625j),0j
(0.5+72611.1171875j),0j
(0.5+72611.8984375j),0j
(0.5+72612.4296875j),0j
(0.5+72612.9921875j),0j
(0.5+72613.5859375j),0j
(0.5+72614.3984375j),0j
(0.5+72614.6796875j),0j
(0.5+72615.65625j),0j
(0.5+72615.9140625j),0j
(0.5+72616.8671875j),0j
(0.5+72617.953125j),0j
(0.5+72618.59375j),0j
(0.5+72619.40625j),0j
(0.5+72619.96875j),0j
(0.5+72620.1953125j),0j
(0.5+72620.7265625j),0j
(0.5+72621.7734375j),0j
(0.5+72622.5j),0j
(0.5+72623.2890625j),0j
(0.5+72623.5625j),0j
(0.5+72624.171875j),0j
(0.5+72625.03125j),0j
(0.5+72625.6484375j),0j
(0.5+72626.25j),0j
(0.5+72627.2265625j),0j
(0.5+72627.7421875j),0j
(0.5+72628.609375j),0j
(0.5+72629.3203125j),0j
(0.5+72630.2109375j),0j
(0.5+72630.5625j),0j
(0.5+72630.828125j),0j
(0.5+72631.8046875j),0j
(0.5+72632.296875j),0j
(0.5+72632.984375j),0j
(0.5+72633.359375j),0j
(0.5+72634.6953125j),0j
(0.5+72635.15625j),0j
(0.5+72635.9609375j),0j
(0.5+72636.4609375j),0j
(0.5+72637.3125j),0j
(0.5+72638.0703125j),0j
(0.5+72638.4609375j),0j
(0.5+72639.203125j),0j
(0.5+72639.8984375j),0j
(0.5+72640.3671875j),0j
(0.5+72641.484375j),0j
(0.5+72641.828125j),0j
(0.5+72642.4375j),0j
(0.5+72643.09375j),0j
(0.5+72643.484375j),0j
(0.5+72644.171875j),0j
(0.5+72645.765625j),0j
(0.5+72646.125j),0j
(0.5+72646.6015625j),0j
(0.5+72647.5859375j),0j
(0.5+72647.921875j),0j
(0.5+72648.4765625j),0j
(0.5+72649.3203125j),0j
(0.5+72649.8359375j),0j
(0.5+72650.2890625j),0j
(0.5+72651.3046875j),0j
(0.5+72651.921875j),0j
(0.5+72652.4140625j),0j
(0.5+72653.203125j),0j
(0.5+72654.2421875j),0j
(0.5+72654.90625j),0j
(0.5+72655.0234375j),0j
(0.5+72655.9296875j),0j
(0.5+72656.796875j),0j
(0.5+72657.4453125j),0j
(0.5+72658.3828125j),0j
(0.5+72658.6640625j),0j
(0.5+72659.21875j),0j
(0.5+72659.71875j),0j
(0.5+72660.390625j),0j
(0.5+72661.3359375j),0j
(0.5+72661.8828125j),0j
(0.5+72662.4375j),0j
(0.5+72663.6484375j),0j
(0.5+72664.3203125j),0j
(0.5+72664.984375j),0j
(0.5+72665.4921875j),0j
(0.5+72665.9765625j),0j
(0.5+72666.71875j),0j
(0.5+72667.265625j),0j
(0.5+72667.8359375j),0j
(0.5+72668.828125j),0j
(0.5+72669.5234375j),0j
(0.5+72670.0703125j),0j
(0.5+72670.4140625j),0j
(0.5+72671.3828125j),0j
(0.5+72672j),0j
(0.5+72672.6875j),0j
(0.5+72673.703125j),0j
(0.5+72674.4921875j),0j
(0.5+72674.7890625j),0j
(0.5+72675.53125j),0j
(0.5+72676.0078125j),0j
(0.5+72677.2265625j),0j
(0.5+72677.265625j),0j
(0.5+72677.8984375j),0j
(0.5+72678.53125j),0j
(0.5+72679.0546875j),0j
(0.5+72680.1640625j),0j
(0.5+72681.0625j),0j
(0.5+72681.859375j),0j
(0.5+72682.1640625j),0j
(0.5+72682.78125j),0j
(0.5+72683.6953125j),0j
(0.5+72684.078125j),0j
(0.5+72684.875j),0j
(0.5+72685.5703125j),0j
(0.5+72686.296875j),0j
(0.5+72686.75j),0j
(0.5+72687.53125j),0j
(0.5+72688.140625j),0j
(0.5+72688.6328125j),0j
(0.5+72689.28125j),0j
(0.5+72690.3828125j),0j
(0.5+72690.7890625j),0j
(0.5+72691.8515625j),0j
(0.5+72692.4609375j),0j
(0.5+72693.296875j),0j
(0.5+72693.703125j),0j
(0.5+72694.125j),0j
(0.5+72694.75j),0j
(0.5+72695.2578125j),0j
(0.5+72696.2734375j),0j
(0.5+72696.96875j),0j
(0.5+72697.3984375j),0j
(0.5+72698.4296875j),0j
(0.5+72698.671875j),0j
(0.5+72699.828125j),0j
(0.5+72700.59375j),0j
(0.5+72701.046875j),0j
(0.5+72701.6640625j),0j
(0.5+72701.984375j),0j
(0.5+72703.3984375j),0j
(0.5+72703.921875j),0j
(0.5+72704.0859375j),0j
(0.5+72704.9609375j),0j
(0.5+72705.7265625j),0j
(0.5+72706.0703125j),0j
(0.5+72706.59375j),0j
(0.5+72707.4296875j),0j
(0.5+72708.5546875j),0j
(0.5+72709.5625j),0j
(0.5+72709.7265625j),0j
(0.5+72710.5390625j),0j
(0.5+72710.9921875j),0j
(0.5+72711.8359375j),0j
(0.5+72712.34375j),0j
(0.5+72712.9375j),0j
(0.5+72713.7421875j),0j
(0.5+72714.1875j),0j
(0.5+72714.84375j),0j
(0.5+72716.046875j),0j
(0.5+72716.2890625j),0j
(0.5+72717.0625j),0j
(0.5+72717.546875j),0j
(0.5+72718.5703125j),0j
(0.5+72719.0859375j),0j
(0.5+72720.1875j),0j
(0.5+72720.578125j),0j
(0.5+72721.140625j),0j
(0.5+72721.7890625j),0j
(0.5+72722.5234375j),0j
(0.5+72722.890625j),0j
(0.5+72723.7734375j),0j
(0.5+72724.140625j),0j
(0.5+72724.8828125j),0j
(0.5+72725.828125j),0j
(0.5+72726.546875j),0j
(0.5+72727.546875j),0j
(0.5+72728.125j),0j
(0.5+72728.4140625j),0j
(0.5+72729.421875j),0j
(0.5+72729.7421875j),0j
(0.5+72730.1796875j),0j
(0.5+72731.1875j),0j
(0.5+72732.1484375j),0j
(0.5+72732.6328125j),0j
(0.5+72733.0703125j),0j
(0.5+72733.5546875j),0j
(0.5+72734.1875j),0j
(0.5+72735.4609375j),0j
(0.5+72735.765625j),0j
(0.5+72736.6953125j),0j
(0.5+72737.40625j),0j
(0.5+72738.09375j),0j
(0.5+72738.71875j),0j
(0.5+72739.4453125j),0j
(0.5+72739.9296875j),0j
(0.5+72740.546875j),0j
(0.5+72740.90625j),0j
(0.5+72741.6171875j),0j
(0.5+72742.578125j),0j
(0.5+72743.25j),0j
(0.5+72743.890625j),0j
(0.5+72744.796875j),0j
(0.5+72745.59375j),0j
(0.5+72745.984375j),0j
(0.5+72746.3984375j),0j
(0.5+72747.5j),0j
(0.5+72748.1875j),0j
(0.5+72748.578125j),0j
(0.5+72749.28125j),0j
(0.5+72750.09375j),0j
(0.5+72750.5546875j),0j
(0.5+72751.1953125j),0j
(0.5+72752.125j),0j
(0.5+72752.3046875j),0j
(0.5+72752.890625j),0j
(0.5+72754.21875j),0j
(0.5+72755.1875j),0j
(0.5+72755.7109375j),0j
(0.5+72756.03125j),0j
(0.5+72756.8203125j),0j
(0.5+72757.140625j),0j
(0.5+72758.0625j),0j
(0.5+72758.6875j),0j
(0.5+72759.234375j),0j
(0.5+72759.8828125j),0j
(0.5+72760.8359375j),0j
(0.5+72761.2578125j),0j
(0.5+72761.953125j),0j
(0.5+72762.890625j),0j
(0.5+72763.53125j),0j
(0.5+72764.1328125j),0j
(0.5+72764.8671875j),0j
(0.5+72765.328125j),0j
(0.5+72766.3515625j),0j
(0.5+72766.9296875j),0j
(0.5+72767.71875j),0j
(0.5+72768j),0j
(0.5+72768.484375j),0j
(0.5+72769.3046875j),0j
(0.5+72769.765625j),0j
(0.5+72770.5859375j),0j
(0.5+72771.8984375j),0j
(0.5+72772.234375j),0j
(0.5+72772.734375j),0j
(0.5+72773.8359375j),0j
(0.5+72774.4609375j),0j
(0.5+72774.828125j),0j
(0.5+72775.359375j),0j
(0.5+72775.96875j),0j
(0.5+72776.84375j),0j
(0.5+72777.4765625j),0j
(0.5+72778.4296875j),0j
(0.5+72778.640625j),0j
(0.5+72779.453125j),0j
(0.5+72780.109375j),0j
(0.5+72780.59375j),0j
(0.5+72781.765625j),0j
(0.5+72782.3046875j),0j
(0.5+72783.0703125j),0j
(0.5+72783.9609375j),0j
(0.5+72784.2421875j),0j
(0.5+72785.0625j),0j
(0.5+72785.2578125j),0j
(0.5+72786.21875j),0j
(0.5+72786.9609375j),0j
(0.5+72787.34375j),0j
(0.5+72787.96875j),0j
(0.5+72788.6484375j),0j
(0.5+72790.0078125j),0j
(0.5+72790.4921875j),0j
(0.5+72791.15625j),0j
(0.5+72791.6328125j),0j
(0.5+72792.3359375j),0j
(0.5+72792.6875j),0j
(0.5+72793.859375j),0j
(0.5+72794.359375j),0j
(0.5+72795.2265625j),0j
(0.5+72795.390625j),0j
(0.5+72796.2421875j),0j
(0.5+72796.9140625j),0j
(0.5+72797.4375j),0j
(0.5+72798.171875j),0j
(0.5+72798.8984375j),0j
(0.5+72799.8515625j),0j
(0.5+72800.625j),0j
(0.5+72801.3515625j),0j
(0.5+72801.6640625j),0j
